symbol,primary_exchange_,bbg_prim_exch_symbol,short_name,industry_sector,industry_group,offering_type,pre/post,launch_date,px_date,start_date,"book_build_
days",uop,left_lead,active_book,co-managers,anncd_shares,priced_shares,upsize?,anncd_proceeds,"pre_shoe
_proceeds",type,pe_sellers,pricing,"dilution_
float",dilution_so,volume_avg_3m,deal_size_vs_adv,eqy_float,eqy_sh_out,short_int,dtc,si_percent_equity_float,beta,cur_mkt_cap,curr_entp_val,median_pt,pt_vs_launch_px,px_official_close,px_open,last_price,gap_%,chg_pct_5d,chg_pct_1m,change_from_ap,px_disc_from_launch,px_disc_from_open,trade_date,pricing_day_close,"subscription
_multiple_",mkting_vwap,"pre_open
_volume","pre_open_volume
_%_of_deal",td_open,"td_open_

vs_deal","td_open_vs_
pd_close",open_print_%,td_low_px,"td_low_px_
vs_deal",break,td_close,"td_close

vs_deal","td_close_
vs
pd_close","td_close
_
vs_td_open","td_vwap_
vs_deal","td_volume_
mkt_hours","mkt_hours_volume_
%_of_deal",td_total_volume,"td_volume_as_
%_of_priced_shares"
ADVM US Equity,UQ Equity,ADVM UQ Equity,ADVERUM BIOTECHN,"Consumer, Non-cyclical",Biotechnology,Sec,post,2/10/2020,2/11/2020,2/11/2020,1,Drug Development,GS,COWN LEER,,9.09,9.5,upsized,$125.00 ,$130.63 ,Primary,No,$13.75 ,16.42%,14.08%,"1,569,667",5.79,55.36,64.59,"7,855,709",5,14.19%,1.43,$778.29 ,$644.50 ,$20.00 ,66%,$12.05 ,$11.20 ,$13.06 ,-7.05%,3.98%,14.26%,8.34%,14.11%,22.77%,2/12/2020,$14.36 ,6,$13.85 ,"237,783",2.50%,$14.92 ,8.51%,3.94%,1.17%,$14.25 ,3.64%, NO ,$15.05 ,9.45%,4.84%,0.87%,8.64%,"4,538,873",47.78%,"4,776,656.00",50.30%
CCC US Equity,UN Equity,CCC UUN Equity,CLARIVATE ANALYT,"Consumer, Non-cyclical",Commercial Services,Sec,post,2/3/2020,2/5/2020,2/4/2020,2,Acq,CITI,GS,,20,24,upsized,$405.00 ,$486.00 ,Primary,No,$20.25 ,14.72%,6.53%,"1,961,300",10.2,135.85,306.42,"21,380,150",10.9,15.74%,0.43,"$6,300.01 ","$7,600.01 ",$21.50 ,5%,$20.56 ,$20.86 ,$23.80 ,1.46%,-1.13%,16.38%,15.73%,-1.51%,-2.92%,2/6/2020,$20.54 ,6,$20.44 ,"816,086",3.40%,$20.74 ,2.42%,0.97%,1.07%,$20.67 ,2.09%, NO ,$21.38 ,5.58%,4.09%,3.09%,5.09%,"10,881,355",45.34%,"11,697,441.00",48.70%
HCM US Equity,UW Equity,HCM UUW Equity,HUTCHISON CH-ADR,"Consumer, Non-cyclical",Biotechnology,Sec,post,1/21/2020,1/22/2020,1/22/2020,1,,BAML,GS MS  ,,4,4.4,upsized,$110.00 ,$110.00 ,Primary,No,$25.00 ,3.00%,3.00%,"217,363",18.4,133.38,133.38,"1,657,207",7.62,1.24%,0.76,"$3,936.08 ","$3,726.08 ",$36.00 ,22%,$29.51 ,$28.81 ,$21.54 ,-2.37%,7.07%,26.44%,-27.01%,-15.28%,-13.22%,1/23/2020,$25.69 ,6,$26.55 ,"122,168",2.78%,$24.65 ,-1.40%,-4.05%,1.07%,$22.61 ,-9.56%, YES ,$23.14 ,-7.44%,-9.93%,-6.13%,-5.08%,"2,039,053",46.34%,"2,161,221.00",49.10%
SILK US Equity,UW Equity,SILK UW Equity,SILK ROAD MEDICA,"Consumer, Non-cyclical",Healthcare-Products,Sec,post,8/6/2019,8/8/2019,8/7/2019,2,Selling SHs,JPM,BAML,,3.5,4.2,upsized,$138.25 ,$165.90 ,Secondary,Yes,$39.50 ,55.28%,11.41%,"327,800",10.68,6.33,30.67,"895,490",2.73,14.15%,1.03,"$1,156.34 ","$1,087.61 ",$54.00 ,43%,$37.70 ,$36.33 ,,-3.63%,,,,4.77%,8.73%,8/9/2019,$40.43 ,6,$37.30 ,"216,182",5.15%,$41.65 ,5.44%,3.02%,1.74%,$39.75 ,0.63%, NO ,$40.36 ,2.18%,-0.17%,-3.10%,2.86%,"2,197,057",52.31%,"2,413,239.00",57.50%
EHTH US Equity,UW Equity,EHTH UW Equity,EHEALTH INC,Financial,Insurance,Sec,post,1/22/2019,1/23/2019,1/23/2019,1,GCP,RBC,EVER CS,1,2,2.4,upsized,$97.00 ,$116.40 ,Primary,No,$48.50 ,11.19%,10.29%,"964,930",2.07,17.87,19.44,"1,291,540",1.34,7.24%,0.8,$883.61 ,$875.52 ,$44.00 ,-3%,$45.46 ,$49.34 ,,8.53%,,,,6.69%,-1.70%,1/24/2019,$51.32 ,6,$49.97 ,"245,324",10.22%,$50.92 ,4.99%,-0.78%,2.84%,$50.82 ,4.78%, YES ,$54.61 ,12.60%,6.41%,7.25%,11.26%,"3,163,394",131.81%,"3,408,718.00",142.00%
EVBG US Equity,UQ Equity,EVBG UQ Equity,EVERBRIDGE INC,Technology,Software,Sec,post,1/14/2019,1/15/2019,1/15/2019,1,GCP,JPM,CS BAML ,8,2.3,2.3,no change,$127.08 ,$127.08 ,Primary,No,$55.25 ,8.67%,7.76%,"628,344",3.66,26.52,29.65,"2,492,079",3.97,9.49%,1.72,"$1,637.65 ","$1,626.66 ",$63.50 ,15%,$55.23 ,$53.00 ,,-4.04%,,,,0.04%,4.25%,1/16/2019,$56.37 ,6,$54.94 ,"245,464",10.67%,$56.65 ,2.53%,0.50%,3.06%,$53.75 ,-2.71%, YES ,$54.25 ,-1.81%,-3.76%,-4.24%,-0.10%,"2,040,551",88.72%,"2,286,015.00",99.40%
CAG US Equity,UN Equity,CAG UUN Equity,CONAGRA BRANDS I,"Consumer, Non-cyclical",Food,Sec,post,10/8/2018,10/9/2018,10/9/2018,1,Acq,GS,JPM BAML MIZ,0,16.32,16.32,no change,$575.10 ,$575.10 ,Primary,No,$35.25 ,4.18%,4.16%,"7,006,621",2.33,390.26,391.85,"28,512,332",4.07,7.31%,0.58,"$13,573.79 ","$17,007.54 ",$42.50 ,23%,$34.65 ,$34.54 ,,-0.32%,,,,1.73%,2.06%,10/10/2018,$35.57 ,6,$35.34 ,"1,064,793",6.53%,$36.25 ,2.84%,1.91%,2.16%,$35.25 ,0.00%, NO ,$35.27 ,0.06%,-0.84%,-2.70%,1.59%,"15,432,618",94.59%,"16,497,411.00",101.10%
RDFN US Equity,UW Equity,RDFN UW Equity,REDFIN CORP,Financial,Real Estate,Sec + Cvt,post,7/16/2018,7/18/2018,7/17/2018,2,GCP,GS,RBC BAML ALLN,1,3.5,3.5,no change,$82.25 ,$82.25 ,Primary,No,$23.50 ,6.67%,4.22%,"1,277,393",2.74,52.51,82.93,"11,859,246",9.28,22.59%,0.37,"$1,989.59 ","$1,761.20 ",$24.50 ,2%,$23.99 ,$22.65 ,,-5.59%,,,,-2.04%,3.75%,7/19/2018,$24.00 ,6,$23.25 ,"486,087",13.89%,$24.75 ,5.32%,3.13%,4.34%,$24.35 ,3.62%, NO ,$24.78 ,5.45%,3.25%,0.12%,5.38%,"6,306,350",180.18%,"6,792,437.00",194.10%
CURO US Equity,UN Equity,CURO UN Equity,CURO GROUP HOLDI,Financial,Diversified Finan Serv,Sec,post,5/14/2018,5/16/2018,5/15/2018,2,Selling SHs,CS,STEP JEFF,2,5,5,no change,$115.00 ,$115.00 ,Secondary,Yes,$23.00 ,66.47%,10.97%,"319,840",15.63,7.52,45.56,"274,406",0.86,3.65%,0.24,"$1,109.42 ","$1,599.05 ",$28.00 ,15%,$24.35 ,$23.28 ,,-4.39%,,,,-5.54%,-1.20%,5/17/2018,$23.61 ,6,$22.83 ,"722,034",14.44%,$24.78 ,7.74%,4.96%,3.41%,$23.27 ,1.17%, NO ,$23.57 ,2.48%,-0.17%,-4.88%,4.79%,"3,492,255",69.85%,"4,214,289.00",84.30%
SIEN US Equity,UW Equity,SIEN UW Equity,SIENTRA INC,"Consumer, Non-cyclical",Healthcare-Products,Sec,pre,4/30/2018,5/2/2018,4/30/2018,3,,STIF,WBLR CORD,0,6,7.41,upsized,$75.00 ,$100.04 ,Primary,No,$13.50 ,43.06%,31.33%,"441,017",13.6,13.94,19.64,"1,966,788",4.46,14.11%,0.99,$265.58 ,$263.63 ,$18.00 ,33%,$13.52 ,$12.04 ,,-10.95%,,,,-0.15%,12.13%,5/3/2018,$14.62 ,6,$13.48 ,"460,875",6.22%,$15.90 ,17.78%,8.76%,1.84%,$15.32 ,13.48%, NO ,$15.90 ,17.78%,8.76%,0.00%,17.27%,"5,042,018",68.04%,"5,502,893.00",74.30%
MGP US Equity,UN Equity,MGP UUN Equity,MGM GROWTH PRO-A,Financial,REITS,Sec,post,9/5/2017,9/6/2017,9/6/2017,1,Acq,BAML,MS JPM EVER DB BARC,0,11.5,11.5,no change,$351.90 ,$351.90 ,Primary,No,$30.60 ,20.06%,4.73%,"425,280",27.04,57.32,57.67,"6,078,718",14.29,10.60%,0.63,"$7,461.14 ","$10,678.22 ",$30.00 ,-2%,$30.70 ,$30.50 ,,-0.65%,,,,-0.33%,0.33%,9/7/2017,$30.98 ,6,$30.72 ,"544,119",4.73%,$31.46 ,2.81%,1.55%,,$31.05 ,1.47%, NO ,$31.09 ,1.60%,0.36%,-1.18%,2.15%,"10,482,376",91.15%,"11,026,495.00",95.90%
COUP US Equity,UW Equity,COUP UW Equity,COUPA SOFTWARE I,Technology,Software,Sec,post,4/10/2017,4/11/2017,4/11/2017,1,Selling SHs,MS,JPm BARC RBC,4,3.7,4.41,upsized,$102.65 ,$111.35 ,Both,No,$25.25 ,11.67%,7.33%,"533,516",6.94,31.71,50.5,"4,272,801",8.01,47.50%,1.81,"$1,237.13 ","$1,053.59 ",$32.00 ,31%,$24.50 ,$24.27 ,,-0.94%,,,,3.06%,4.04%,4/12/2017,$25.47 ,6,$25.08 ,"437,446",9.92%,$26.27 ,4.04%,3.14%,,$26.00 ,2.97%, NO ,$28.96 ,14.69%,13.70%,10.24%,,"7,796,072",176.78%,"8,233,518.00",186.70%
ELF US Equity,UN Equity,ELF UUN Equity,ELF BEAUTY INC,"Consumer, Non-cyclical",Cosmetics/Personal Care,Sec,post,3/29/2017,3/30/2017,3/30/2017,1,Selling SHs,JPM,WFC PJ MS,5,7,8.34,upsized,$189.00 ,$225.18 ,Secondary,Yes,$27.00 ,54.05%,15.33%,"684,303",10.23,12.95,45.66,"4,052,604",6.31,42.35%,2.04,"$1,215.82 ","$1,355.31 ",$34.00 ,28%,$26.63 ,$26.73 ,,0.38%,,,,1.39%,1.01%,3/31/2017,$27.61 ,6,$27.43 ,"958,662",11.49%,$28.16 ,4.30%,1.99%,,$27.50 ,1.85%, NO ,$28.80 ,6.67%,4.31%,2.27%,,"8,391,222",100.61%,"9,349,884.00",112.10%
BPMC US Equity,UW Equity,BPMC UW Equity,BLUEPRINT MEDICI,"Consumer, Non-cyclical",Biotechnology,Sec,pre,3/29/2017,3/29/2017,3/29/2017,1,Drug Development,GS,MS RJ COWN,0,3.8,5,upsized,$150.00 ,$200.00 ,Primary,No,$40.00 ,15.38%,11.74%,"449,953",8.45,24.71,33.2,"2,962,570",6.58,12.03%,1.33,"$1,404.86 ","$1,198.14 ",$43.00 ,2%,$42.31 ,$41.30 ,,-2.39%,,,,-5.46%,-3.15%,3/30/2017,$41.24 ,6,$40.82 ,"509,550",10.19%,$41.77 ,4.43%,1.29%,,$39.00 ,-2.50%, YES ,$39.62 ,-0.95%,-3.93%,-5.15%,,"3,883,694",77.67%,"4,393,244.00",87.90%
CALD US Equity,#N/A Real Time Equity,CALD #N/A Real Time Equity,CALLIDUS SOFTWAR,Technology,Software,Sec,post,9/14/2016,9/15/2016,9/15/2016,1,GCP,PJ,CS,3,4,5.1,upsized,$73.00 ,$93.08 ,Primary,No,$18.25 ,7.18%,7.00%,"593,962",6.73,55.73,57.16,"2,070,299",3.49,3.72%,1.29,"$1,047.13 ",$986.27 ,$22.50 ,23%,$18.32 ,$18.36 ,,0.22%,,,,-0.38%,-0.60%,9/16/2016,$18.86 ,6,$18.70 ,"358,871",7.04%,$18.71 ,2.52%,-0.80%,,$18.64 ,2.14%, NO ,$18.88 ,3.45%,0.11%,0.91%,3.27%,"2,990,067",58.63%,"3,348,938.00",65.70%
SSNC US Equity,UW Equity,SSNC UW Equity,SS&C TECHNOLOGIE,Technology,Software,Sec,post,6/17/2015,6/18/2015,6/18/2015,1,Acq,MS,DB CS,3,6.5,10.5,upsized,$400.00 ,$322.88 ,Primary,No,$30.75 ,4.53%,3.85%,"1,252,022",5.19,143.73,168.86,"3,919,694",3.13,2.73%,1.35,"$5,113.14 ","$5,851.41 ",$34.00 ,12%,$30.28 ,$30.10 ,,-0.59%,,,,1.55%,2.16%,6/19/2015,$31.65 ,6,$31.30 ,"1,901,022",18.10%,$32.19 ,4.67%,1.70%,,$31.56 ,2.62%, NO ,$32.40 ,5.35%,2.35%,0.64%,,"14,392,316",137.07%,"14,498,370.00",138.10%
RTRX US Equity,UQ Equity,RTRX UQ Equity,RETROPHIN INC,"Consumer, Non-cyclical",Biotechnology,Sec,post,3/16/2015,3/18/2015,3/17/2015,2,Drug Development,LEER,DB ,2,5.1,6.84,upsized,$96.90 ,$129.96 ,Primary,No,$19.00 ,21.75%,19.26%,"303,246",16.82,23.45,26.49,"3,804,854",12.55,16.23%,1.53,$390.15 ,$590.25 ,$39.00 ,165%,$14.73 ,$14.29 ,,-2.99%,,,,28.99%,32.96%,3/19/2015,$20.17 ,6,$18.57 ,"776,946",11.36%,$20.01 ,5.32%,-0.79%,,$19.91 ,4.79%, NO ,$22.17 ,16.68%,9.92%,10.79%,,"5,996,145",87.66%,"6,001,152.00",87.70%
TXG US Equity,UW Equity,TXG UUW Equity,10X GENOMICS I-A,"Consumer, Non-cyclical",Healthcare-Products,Sec,post,9/8/2020,9/10/2020,9/9/2020,2,GCP,JPM,BAML COWN,,3.5,4,upsized,$385.00 ,$440.00 ,Primary,No,$110.00 ,5.18%,3.49%,"764,684",4.58,67.56,72.14,"1,616,106",2.11,2.39%,0.63,"$10,865.86 ","$10,471.41 ",$110.00 ,2%,$108.27 ,$105.01 ,$160.93 ,-3.01%,17.66%,33.10%,48.64%,1.60%,4.75%,9/11/2020,$113.51 ,6.25,$113.32 ,"106,403",2.66%,$113.96 ,3.60%,0.40%,0.99%,$112.00 ,1.82%, NO ,$125.00 ,13.64%,10.12%,9.69%,10.45%,"4,784,385",119.61%,"4,890,788.00",122.30%
ADMS US Equity,UQ Equity,ADMS UQ Equity,ADAMAS PHARMACEU,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,1/22/2018,1/23/2018,1/23/2018,1,Drug Launch,BAML,LEER ISI,0,2.25,3,upsized,$85.00 ,$124.50 ,Primary,No,$41.50 ,14.09%,9.88%,"1,075,878",2.09,15.97,25.78,"7,415,472",6.89,46.43%,1.59,$929.15 ,$796.14 ,$53.50 ,31%,$40.79 ,$38.02 ,,-6.79%,,,,1.74%,9.15%,1/24/2018,$42.65 ,6.25,$41.28 ,"149,025",4.97%,$43.38 ,4.53%,1.71%,,$38.41 ,-7.45%, YES ,$40.61 ,-2.14%,-4.78%,-6.39%,-1.61%,"3,675,426",122.51%,"3,824,451.00",127.50%
SAGE US Equity,UQ Equity,SAGE UQ Equity,SAGE THERAPEUTIC,"Consumer, Non-cyclical",Biotechnology,Sec,post,4/13/2015,4/14/2015,4/14/2015,1,Drug Development,JPM,GS,2,2.29,2.29,no change,$115.00 ,$120.23 ,Primary,No,$52.50 ,19.64%,8.87%,"392,751",5.83,11.66,25.81,"806,348",2.05,6.90%,2.41,"$1,348.50 ","$1,272.51 ",$62.50 ,20%,$52.25 ,$51.00 ,,-2.39%,,,,0.48%,2.94%,4/15/2015,$53.69 ,6.25,$53.01 ,"234,977",10.26%,$54.11 ,3.07%,0.78%,,$53.54 ,1.98%, NO ,$59.50 ,13.33%,10.82%,9.96%,,"3,017,822",131.78%,"3,038,592.00",132.70%
GDS US Equity,UQ Equity,GDS UUQ Equity,GDS HLDGS - ADR,Communications,Telecommunications,Sec,post,1/23/2018,1/25/2018,1/24/2018,2,Selling SHs,RBC,JPM CITI,3,9.5,11,upsized,$250.00 ,$286.00 ,Both,No,$26.00 ,ADR,8.07%,"883,686",10.75,109.21,109.21,"1,797,446",2.03,1.65%,1.07,"$3,147.37 ","$3,907.54 ",$23.10 ,-14%,$26.75 ,$26.50 ,,-0.93%,,,,-2.80%,-1.89%,1/26/2018,$28.55 ,6.5,$28.20 ,"1,238,809",11.26%,$27.20 ,4.62%,-4.73%,,$27.00 ,3.85%, YES ,$27.46 ,5.62%,-3.82%,0.96%,6.88%,"5,081,652",46.20%,"6,320,461.00",57.50%
AKRO US Equity,UW Equity,AKRO UW Equity,AKERO THERAPEUTI,"Consumer, Non-cyclical",Biotechnology,Sec,pre,7/6/2020,7/7/2020,7/6/2020,2,Drug Development,JPM ,ISI JEFF MS,,4.75,5.23,upsized,$171.00 ,$188.28 ,Primary,No,$36.00 ,43.10%,16.57%,"216,533",21.94,11.02,28.67,"1,119,768",5.17,10.16%,1.35,$946.80 ,$866.03 ,$49.50 ,50%,$33.02 ,$32.25 ,$29.44 ,-2.33%,4.43%,-19.89%,-10.84%,9.02%,11.63%,7/8/2020,$37.06 ,7,$35.69 ,"102,457",1.96%,$41.00 ,13.89%,10.63%,0.63%,$37.50 ,4.17%, NO ,$39.16 ,8.78%,5.67%,-4.49%,8.87%,"2,323,869",44.43%,"2,426,326.00",46.40%
BILL US Equity,UN Equity,BILL UN Equity,BILL.COM HOLDING,Technology,Software,Sec,post,6/8/2020,6/10/2020,6/9/2020,2,"GCP, Selling SHs",GS,BAML JEFF KEYB,,6,7.2,upsized,$445.50 ,$534.60 ,Both,No,$74.25 ,25.76%,8.27%,"1,517,390",3.95,23.29,72.58,"4,048,559",2.67,17.38%,1.08,"$4,928.10 ","$4,547.98 ",$75.00 ,10%,$67.90 ,$67.00 ,$119.78 ,-1.33%,4.53%,23.03%,14.48%,9.35%,10.82%,6/11/2020,$75.00 ,7,$71.59 ,"386,672",5.37%,$74.25 ,0.00%,-1.00%,1.30%,$70.34 ,-5.27%, YES ,$72.31 ,-2.61%,-3.59%,-2.61%,-1.21%,"5,515,995",76.61%,"5,902,667.00",82.00%
TW US Equity,UW Equity,TW USUW Equity,TRADEWEB MARKE-A,Financial,Diversified Finan Serv,Sec,post,4/20/2020,4/22/2020,4/21/2020,2,Selling SHs,GS,MS BARC CITI JPM ,,10.95,11.16,upsized,$550.24 ,$560.79 ,Syn Sec,No,$50.25 ,19.14%,4.87%,"1,054,962",10.38,57.2,70.66,"911,216",0.86,1.59%,0.66,"$11,800.19 ","$12,593.00 ",$52.50 ,0%,$52.48 ,$50.90 ,$60.13 ,-3.01%,7.13%,11.21%,14.58%,-4.25%,-1.28%,4/23/2020,$51.25 ,7,$51.28 ,"523,260",4.69%,$52.06 ,3.60%,1.58%,1.26%,$52.00 ,3.48%, YES ,$52.52 ,4.52%,2.48%,0.88%,4.59%,"3,741,526",33.53%,"4,264,786.00",38.20%
TWST US Equity,UW Equity,TWST UW Equity,TWIST BIOSCIENCE,"Consumer, Non-cyclical",Biotechnology,Sec,post,2/18/2020,2/19/2020,2/19/2020,1,Drug Development,JPM ,COWN EVER,,3.5,4.64,upsized,$98.00 ,$129.92 ,Primary,No,$28.00 ,15.07%,9.87%,"616,473",5.68,23.22,35.45,"3,115,331",5.05,13.42%,1.29,"$1,083.24 ","$1,023.04 ",$39.50 ,29%,$30.56 ,$29.13 ,$34.06 ,-4.68%,0.12%,10.00%,11.45%,-8.38%,-3.88%,2/20/2020,$28.44 ,7,$28.58 ,"201,457",4.34%,$30.01 ,7.18%,5.52%,1.13%,$29.79 ,6.39%, NO ,$33.13 ,18.32%,16.49%,10.40%,14.69%,"3,440,625",74.15%,"3,642,082.00",78.50%
ADPT US Equity,UW Equity,ADPT UW Equity,ADAPTIVE BIOTECH,"Consumer, Non-cyclical",Healthcare-Products,Sec,post,1/21/2020,1/23/2020,1/22/2020,2,Selling SHs,JPM,GS BAML,,8,8,no change,$212.00 ,$212.00 ,Secondary,No,$26.50 ,13.59%,6.43%,"1,091,972",7.33,58.88,124.34,"4,062,082",3.72,6.90%,1.55,"$3,332.29 ","$2,649.99 ",$45.00 ,68%,$26.80 ,$26.56 ,$32.85 ,-0.90%,7.33%,28.13%,22.57%,-1.12%,-0.23%,1/24/2020,$26.85 ,7,$26.89 ,"499,065",6.24%,$28.02 ,5.74%,4.36%,1.55%,$27.67 ,4.42%, NO ,$30.55 ,15.28%,13.78%,9.03%,12.68%,"11,576,536",144.71%,"12,075,601.00",150.90%
LVGO US Equity,UW Equity,LVGO UW Equity,LIVONGO HEALTH I,"Consumer, Non-cyclical",Biotechnology,Sec,post,12/9/2019,12/11/2019,12/10/2019,2,Selling SH,MS,GS JPM,,2.78,2.78,upsized,$74.98 ,$75.06 ,Secondary,No,$27.00 ,17.08%,2.94%,"2,236,599",1.24,16.26,94.48,"4,616,771",2.06,28.40%,-1.05,"$2,591.64 ","$2,719.64 ",$42.50 ,55%,$27.43 ,$25.83 ,,-5.83%,,,,-1.57%,4.53%,12/12/2019,$27.54 ,7,$26.24 ,"207,570",7.47%,$28.01 ,3.74%,1.71%,2.65%,$26.67 ,-1.22%, YES ,$27.04 ,0.15%,-1.82%,-3.46%,2.16%,"3,394,653",122.11%,"3,602,223.00",129.60%
AVLR US Equity,UN Equity,AVLR UN Equity,AVALARA INC,"Consumer, Non-cyclical",Commercial Services,Sec,pre,6/4/2019,6/6/2019,6/4/2019,3,GCP,GS,BAML MS,,3,3.59,upsized,$208.20 ,$249.15 ,Primary,No,$69.40 ,6.13%,4.29%,"928,561",3.23,48.93,73.55,"3,032,312",3.27,6.20%,0.85,"$4,578.96 ","$4,453.42 ",$76.00 ,16%,$65.46 ,$64.98 ,,-0.73%,,,,6.02%,6.80%,6/7/2019,$72.75 ,7,$69.59 ,466,0.01%,$70.50 ,1.59%,-3.09%,1.60%,$70.04 ,0.92%, NO ,$72.07 ,3.85%,-0.93%,2.23%,4.41%,"1,469,139",40.92%,"1,469,605.00",40.90%
DCPH US Equity,UW Equity,DCPH UW Equity,DECIPHERA PHARMA,"Consumer, Non-cyclical",Biotechnology,Sec,post,6/4/2018,6/6/2018,6/5/2018,2,Drug Development,JPM,PJ ,0,3.75,4.3,upsized,$150.00 ,$172.00 ,Primary,No,$40.00 ,36.76%,11.51%,"276,044",13.58,10.2,32.59,"1,236,934",4.48,12.13%,0.77,"$1,248.68 ",$666.08 ,$40.50 ,6%,$38.31 ,$36.36 ,,-5.09%,,,,4.41%,10.01%,6/7/2018,$41.52 ,7,$39.76 ,"291,734",6.78%,$40.15 ,0.37%,-3.30%,2.16%,$35.75 ,-10.63%, YES ,$35.89 ,-10.28%,-13.56%,-10.61%,-3.32%,"3,097,152",72.03%,"3,388,886.00",78.80%
USAT US Equity,UV Equity,USAT UV Equity,USA TECHNOLOGIES,Technology,Computers,Sec,pre,5/21/2018,5/22/2018,5/21/2018,2,GCP,WBLR,-,3,4.67,5.99,upsized,$51.37 ,$65.89 ,Both,Yes,$11.00 ,9.02%,8.70%,"800,915",5.83,51.75,53.67,"4,220,738",5.27,8.16%,1.32,$627.94 ,$667.65 ,$12.00 ,3%,$11.70 ,$11.70 ,,0.00%,,,,-5.98%,-5.98%,5/23/2018,$11.80 ,7,$11.59 ,"469,938",7.85%,$12.55 ,14.09%,6.36%,1.96%,$12.40 ,12.73%, NO ,$13.65 ,24.09%,15.68%,8.76%,19.73%,"5,440,825",90.83%,"5,910,763.00",98.70%
EVBG US Equity,UQ Equity,EVBG UQ Equity,EVERBRIDGE INC,Technology,Software,Sec,pre,4/3/2017,4/5/2017,4/3/2017,3,Selling SHs,CS,BAML ,6,3.01,3.26,upsized,$59.79 ,$64.71 ,Both,No,$19.85 ,20.45%,11.65%,"218,983",13.75,14.72,27.43,"935,137",4.27,6.61%,1.28,$559.15 ,$519.47 ,$23.00 ,12%,$20.53 ,$19.79 ,,-3.60%,,,,-3.31%,0.30%,4/6/2017,$20.35 ,7,$20.06 ,"190,641",5.85%,$21.00 ,5.79%,3.19%,,$20.31 ,2.32%, NO ,$20.87 ,5.14%,2.56%,-0.62%,,"2,653,877",81.41%,"2,844,518.00",87.30%
CHGG US Equity,UN Equity,CHGG UN Equity,CHEGG INC,Communications,Internet,Sec,post,7/31/2017,8/2/2017,8/1/2017,2,,MS,BAML ALLN,2,8,10,upsized,$108.00 ,$135.00 ,Primary,No,$13.50 ,10.39%,8.33%,"1,358,391",5.89,77.03,96.01,"21,296,347",15.68,27.65%,1.48,"$1,329.73 ","$1,286.90 ",$16.50 ,19%,$13.85 ,$13.33 ,,-3.75%,,,,-2.53%,1.28%,8/3/2017,$14.05 ,8,$13.66 ,"742,465",7.42%,$14.94 ,10.67%,6.33%,,$14.74 ,9.19%, NO ,$15.30 ,13.33%,8.90%,2.41%,14.20%,"8,459,829",84.60%,"9,202,294.00",92.00%
ELAN US Equity,UN Equity,ELAN UN Equity,ELANCO ANIMAL HE,"Consumer, Non-cyclical",Pharmaceuticals,Sec + Cvt,post,1/21/2020,1/22/2020,1/22/2020,1,Drug Development,GS,JPM CITI ,,19.16,22.69,upsized,$613.12 ,$726.08 ,Primary,No,$32.00 ,5.15%,5.14%,"5,097,529",3.76,372.12,373.01,"13,548,147",2.66,3.64%,0.79,"$11,421.61 ","$13,500.00 ",$34.00 ,11%,$30.62 ,$31.00 ,$25.02 ,1.24%,3.88%,14.25%,-18.29%,4.51%,3.23%,1/23/2020,$32.23 ,9,$31.81 ,"1,304,061",5.75%,$32.55 ,1.72%,0.99%,1.05%,$32.20 ,0.63%, NO ,$32.25 ,0.78%,0.06%,-0.92%,1.30%,"22,570,849",99.47%,"23,874,910.00",105.20%
LK US Equity,UW Equity,LK USUW Equity,LUCKIN COFFE-ADR,"Consumer, Non-cyclical",Beverages,Sec + Cvt,post,1/7/2020,1/9/2020,1/8/2020,2,"Selling SHs, GCP",CS,CICC MS,,12,13.9,upsized,$504.00 ,$583.80 ,Both,No,$42.00 ,14.44%,4.99%,"18,368,202",0.65,83.09,83.09,"22,914,813",1.25,27.58%,1.25,"$8,437.90 ","$7,619.10 ",$27.00 ,-23%,$35.11 ,$34.00 ,$4.39 ,-3.16%,0.00%,-82.87%,-87.50%,19.62%,23.53%,1/10/2020,$44.37 ,10,$40.83 ,"1,720,019",12.37%,$42.89 ,2.12%,-3.34%,2.25%,$41.61 ,-0.93%, YES ,$43.32 ,3.14%,-2.37%,1.00%,3.77%,"27,795,434",199.97%,"29,515,453.00",212.30%
SWAV US Equity,UW Equity,SWAV UW Equity,SHOCKWAVE MEDICA,"Consumer, Non-cyclical",Healthcare-Products,Sec,post,11/12/2019,11/14/2019,11/13/2019,2,Drug Development,MS,BAML ,,2.14,2.48,upsized,$77.58 ,$89.90 ,Primary,No,$36.25 ,11.82%,7.56%,"507,015",4.22,18.11,28.3,"2,380,061",4.69,13.34%,0.53,"$1,040.88 ",$944.44 ,$44.50 ,21%,$36.78 ,$35.08 ,,-4.62%,,,,-1.44%,3.34%,11/15/2019,$36.44 ,10,$35.00 ,"255,508",10.30%,$38.75 ,6.90%,6.34%,3.02%,$37.84 ,4.39%, NO ,$38.07 ,5.02%,4.47%,-1.75%,6.79%,"2,424,192",97.75%,"2,679,700.00",108.10%
